agent_name,inventory,backlog,placed_order,weekly_cost
Wholesaler,293,16,0,542
Retailer,115,0,33,91
Distributor,48,0,0,148
Wholesaler,377,33,0,711
Retailer,91,0,63,72
Distributor,148,0,0,248
Wholesaler,396,63,0,568
Retailer,72,0,47,79
Distributor,248,0,0,348
Wholesaler,333,47,0,286
Retailer,79,0,0,127
Distributor,348,0,0,448
Wholesaler,286,0,0,286
Retailer,127,0,0,151
Distributor,448,0,0,548
Wholesaler,286,0,0,341
Retailer,151,0,11,120
Distributor,548,0,0,648
Wholesaler,286,11,0,455
Retailer,120,0,36,92
Distributor,648,0,0,728
Wholesaler,275,36,0,574
Retailer,92,0,67,68
Distributor,728,0,0,728
Wholesaler,239,67,0,342
Retailer,68,0,34,85
Distributor,728,0,0,728
Wholesaler,172,34,0,188
Retailer,85,0,10,121
Distributor,728,0,0,728
Wholesaler,138,10,0,173
Retailer,121,0,9,123
Distributor,728,0,0,728
Wholesaler,128,9,0,654
Retailer,123,0,107,63
Distributor,728,0,0,1703
Wholesaler,119,107,195,482
Retailer,63,0,94,39
Distributor,728,195,0,1093
Wholesaler,12,94,112,490
Retailer,39,0,16,115
Distributor,533,112,0,926
Wholesaler,0,98,101,242
Retailer,115,0,29,99
Distributor,421,101,0,320
Wholesaler,97,29,0,180
Retailer,99,0,0,171
Distributor,320,0,0,320
Wholesaler,180,0,0,281
Retailer,171,0,0,178
Distributor,320,0,0,320
Wholesaler,281,0,0,501
Retailer,178,0,44,117
Distributor,320,0,0,320
Wholesaler,281,44,0,362
Retailer,117,0,25,96
Distributor,320,0,0,320
Wholesaler,237,25,0,602
Retailer,96,0,78,81
Distributor,320,0,0,540
Wholesaler,212,78,44,424
Retailer,81,0,58,74
Distributor,320,44,0,686
Wholesaler,134,58,82,516
Retailer,74,0,88,82
Distributor,276,82,0,974
Wholesaler,76,88,156,112
Retailer,82,0,16,112
Distributor,194,156,218,128
Wholesaler,32,16,18,98
Retailer,112,0,0,184
Distributor,38,18,98,20
Wholesaler,98,0,0,254
Retailer,184,0,0,184
Distributor,20,0,0,120
Wholesaler,254,0,0,272
Retailer,184,0,0,164
Distributor,120,0,0,220
Wholesaler,272,0,0,672
Retailer,164,0,80,92
Distributor,220,0,0,320
Wholesaler,272,80,0,492
Retailer,92,0,60,66
Distributor,320,0,0,476
Wholesaler,192,60,28,512
Retailer,66,0,76,85
Distributor,336,28,0,908
Wholesaler,132,76,120,171
Retailer,85,0,23,111
Distributor,308,120,32,498
Wholesaler,56,23,62,61
Retailer,111,0,0,172
Distributor,188,62,36,126
Wholesaler,61,0,0,181
Retailer,172,0,0,168
Distributor,126,0,0,158
Wholesaler,181,0,0,243
Retailer,168,0,0,150
Distributor,158,0,0,194
Wholesaler,243,0,0,243
Retailer,150,0,0,130
Distributor,194,0,0,194
Wholesaler,243,0,0,423
Retailer,130,0,36,97
Distributor,194,0,0,194
Wholesaler,243,36,0,532
Retailer,97,0,65,66
Distributor,194,0,0,309
Wholesaler,207,65,23,332
Retailer,66,0,38,82
Distributor,194,23,0,341
Wholesaler,142,38,34,139
Retailer,82,0,7,120
Distributor,171,34,0,137
Wholesaler,104,7,0,180
Retailer,120,0,12,123
Distributor,137,0,0,137
Wholesaler,120,12,0,312
Retailer,123,0,34,98
Distributor,137,0,0,267
Wholesaler,142,34,26,218
Retailer,98,0,22,94
Distributor,137,26,15,291
Wholesaler,108,22,36,296
Retailer,94,0,42,93
Distributor,111,36,61,435
Wholesaler,86,42,72,185
Retailer,93,0,23,96
Distributor,75,72,154,218
Wholesaler,70,23,40,243
Retailer,96,0,32,103
Distributor,18,40,101,84
Wholesaler,83,32,9,153
Retailer,103,0,6,110
Distributor,39,9,0,130
Wholesaler,123,6,0,267
Retailer,110,0,22,110
Distributor,130,0,0,230
Wholesaler,157,22,0,414
Retailer,110,0,54,81
Distributor,230,0,0,605
Wholesaler,144,54,64,345
Retailer,81,0,51,76
Distributor,285,64,0,781
Wholesaler,90,51,112,149
Retailer,76,0,22,104
Distributor,221,112,103,314
Wholesaler,39,22,41,81
Retailer,104,0,0,135
Distributor,109,41,73,68
Wholesaler,81,0,0,193
Retailer,135,0,0,132
Distributor,68,0,0,168
Wholesaler,193,0,0,234
Retailer,132,0,0,117
Distributor,168,0,0,244
Wholesaler,234,0,0,399
Retailer,117,0,33,92
Distributor,244,0,0,244
Wholesaler,234,33,0,521
Retailer,92,0,64,64
Distributor,244,0,0,379
Wholesaler,201,64,27,492
Retailer,64,0,71,63
Distributor,244,27,0,742
Wholesaler,137,71,105,101
Retailer,63,0,7,110
Distributor,217,105,93,217
Wholesaler,66,7,21,86
Retailer,110,0,0,150
Distributor,112,21,30,91
Wholesaler,86,0,0,256
Retailer,150,0,13,122
Distributor,91,0,0,184
Wholesaler,191,13,0,399
Retailer,122,0,40,91
Distributor,184,0,0,214
Wholesaler,199,40,0,909
Retailer,91,0,150,27
Distributor,214,0,0,1419
Wholesaler,159,150,241,844
Retailer,27,0,167,0
Distributor,214,241,314,680
Wholesaler,9,167,109,870
Retailer,0,0,16,117
Distributor,0,136,100,1850
Wholesaler,0,174,234,120
Retailer,117,0,16,105
Distributor,0,370,200,1810
Wholesaler,40,16,92,24
Retailer,105,0,0,250
Distributor,0,362,200,1310
Wholesaler,24,0,0,124
Retailer,250,0,0,244
Distributor,0,262,200,810
Wholesaler,124,0,0,224
Retailer,244,0,0,225
Distributor,0,162,200,310
Wholesaler,224,0,0,324
Retailer,225,0,0,210
Distributor,0,62,124,38
Wholesaler,324,0,0,424
Retailer,210,0,0,189
Distributor,38,0,0,138
Wholesaler,424,0,0,486
Retailer,189,0,0,161
Distributor,138,0,0,238
Wholesaler,486,0,0,486
Retailer,161,0,0,135
Distributor,238,0,0,338
Wholesaler,486,0,0,561
Retailer,135,0,15,110
Distributor,338,0,0,438
Wholesaler,486,15,0,731
Retailer,110,0,52,79
Distributor,438,0,0,538
Wholesaler,471,52,0,639
Retailer,79,0,44,75
Distributor,538,0,0,638
Wholesaler,419,44,0,510
Retailer,75,0,27,100
Distributor,638,0,0,738
Wholesaler,375,27,0,418
Retailer,100,0,14,115
Distributor,738,0,0,838
Wholesaler,348,14,0,444
Retailer,115,0,22,110
Distributor,838,0,0,876
Wholesaler,334,22,0,462
Retailer,110,0,30,97
Distributor,876,0,0,876
Wholesaler,312,30,0,467
Retailer,97,0,37,91
Distributor,876,0,0,876
Wholesaler,282,37,0,490
Retailer,91,0,49,86
Distributor,876,0,0,876
Wholesaler,245,49,0,311
Retailer,86,0,23,100
Distributor,876,0,0,876
Wholesaler,196,23,0,173
Retailer,100,0,0,127
Distributor,876,0,0,876
Wholesaler,173,0,0,263
Retailer,127,0,18,116
Distributor,876,0,0,876
Wholesaler,173,18,0,375
Retailer,116,0,44,86
Distributor,876,0,0,1041
Wholesaler,155,44,33,311
Retailer,86,0,40,82
Distributor,876,33,0,1188
Wholesaler,111,40,69,181
Retailer,82,0,22,102
Distributor,843,69,0,974
Wholesaler,71,22,40,142
Retailer,102,0,12,115
Distributor,774,40,0,734
Wholesaler,82,12,0,174
Retailer,115,0,7,115
Distributor,734,0,0,734
Wholesaler,139,7,0,327
Retailer,115,0,31,98
Distributor,734,0,0,734
Wholesaler,172,31,0,696
Retailer,98,0,111,47
Distributor,734,0,0,1639
Wholesaler,141,111,181,430
Retailer,47,0,80,49
Distributor,734,181,0,1203
Wholesaler,30,80,130,260
Retailer,49,0,2,129
Distributor,553,130,0,538
Wholesaler,0,52,23,129
Retailer,129,0,0,137
Distributor,100,0,0,100
Wholesaler,100,0,0,400
Retailer,100,0,60,70
Distributor,100,0,0,700
Wholesaler,100,60,120,420
Retailer,70,0,76,47
Distributor,100,120,200,800
Wholesaler,40,76,140,485
Retailer,47,0,61,73
Distributor,0,160,100,1770
Wholesaler,0,97,194,158
Retailer,73,0,31,91
Distributor,0,354,200,1785
Wholesaler,3,31,103,140
Retailer,91,0,0,157
Distributor,0,357,200,1565
Wholesaler,0,28,56,72
Retailer,157,0,0,145
Distributor,0,313,200,1065
Wholesaler,72,0,0,172
Retailer,145,0,0,141
Distributor,0,213,200,565
Wholesaler,172,0,0,357
Retailer,141,0,17,112
Distributor,0,113,200,65
Wholesaler,272,17,0,465
Retailer,112,0,22,95
Distributor,0,13,26,87
Wholesaler,355,22,0,663
Retailer,95,0,46,83
Distributor,87,0,0,187
Wholesaler,433,46,0,655
Retailer,83,0,51,77
Distributor,187,0,0,287
Wholesaler,400,51,0,494
Retailer,77,0,29,97
Distributor,287,0,0,387
Wholesaler,349,29,0,330
Retailer,97,0,2,123
Distributor,387,0,0,487
Wholesaler,320,2,0,318
Retailer,123,0,0,137
Distributor,487,0,0,587
Wholesaler,318,0,0,363
Retailer,137,0,9,115
Distributor,587,0,0,687
Wholesaler,318,9,0,544
Retailer,115,0,47,84
Distributor,687,0,0,787
Wholesaler,309,47,0,457
Retailer,84,0,39,77
Distributor,787,0,0,813
Wholesaler,262,39,0,283
Retailer,77,0,12,106
Distributor,813,0,0,813
Wholesaler,223,12,0,286
Retailer,106,0,15,115
Distributor,813,0,0,813
Wholesaler,211,15,0,391
Retailer,115,0,39,94
Distributor,813,0,0,813
Wholesaler,196,39,0,432
Retailer,94,0,55,77
Distributor,813,0,0,1078
Wholesaler,157,55,53,342
Retailer,77,0,48,84
Distributor,813,53,0,1230
Wholesaler,102,48,94,89
Retailer,84,0,7,116
Distributor,760,94,0,701
Wholesaler,54,7,7,560
Retailer,116,0,92,86
Distributor,666,7,0,1109
Wholesaler,100,92,90,457
Retailer,86,0,71,61
Distributor,659,90,0,1234
Wholesaler,102,71,133,38
Retailer,61,0,0,129
Distributor,569,133,0,436
Wholesaler,38,0,0,128
Retailer,129,0,0,183
Distributor,436,0,0,436
Wholesaler,128,0,0,261
Retailer,183,0,0,165
Distributor,436,0,0,436
Wholesaler,261,0,0,261
Retailer,165,0,0,138
Distributor,436,0,0,436
Wholesaler,261,0,0,721
Retailer,138,0,92,73
Distributor,436,0,0,551
Wholesaler,261,92,23,584
Retailer,73,0,83,45
Distributor,436,23,0,898
Wholesaler,169,83,97,251
Retailer,45,0,33,102
Distributor,413,97,0,601
Wholesaler,86,33,57,76
Retailer,102,0,0,165
Distributor,316,57,0,259
Wholesaler,76,0,0,373
Retailer,165,0,40,129
Distributor,259,0,0,259
Wholesaler,173,40,0,355
Retailer,129,0,33,98
Distributor,259,0,0,259
Wholesaler,190,33,0,277
Retailer,98,0,24,107
Distributor,259,0,0,259
Wholesaler,157,24,0,133
Retailer,107,0,0,123
Distributor,259,0,0,259
Wholesaler,133,0,0,158
Retailer,123,0,5,121
Distributor,259,0,0,259
Wholesaler,133,5,0,363
Retailer,121,0,47,87
Distributor,259,0,0,589
Wholesaler,128,47,66,341
Retailer,87,0,52,70
Distributor,259,66,0,808
Wholesaler,81,52,123,184
Retailer,70,0,31,93
Distributor,193,123,153,405
Wholesaler,29,31,67,99
Retailer,93,0,7,119
Distributor,70,67,164,3
Wholesaler,64,7,0,250
Retailer,119,0,14,118
Distributor,3,0,0,103
Wholesaler,180,14,0,368
Retailer,118,0,27,99
Distributor,103,0,0,203
Wholesaler,233,27,0,291
Retailer,99,0,17,98
Distributor,203,0,0,303
Wholesaler,206,17,0,224
Retailer,98,0,7,109
Distributor,303,0,0,320
Wholesaler,189,7,0,212
Retailer,109,0,6,110
Distributor,320,0,0,320
Wholesaler,182,6,0,371
Retailer,110,0,39,89
Distributor,320,0,0,330
Wholesaler,176,39,2,482
Retailer,89,0,69,63
Distributor,320,2,0,823
Wholesaler,137,69,101,298
Retailer,63,0,46,78
Distributor,318,101,0,827
Wholesaler,68,46,122,24
Retailer,78,0,0,130
Distributor,217,122,127,95
Wholesaler,24,0,0,125
Retailer,130,0,0,151
Distributor,95,0,5,95
Wholesaler,125,0,0,247
Retailer,151,0,0,136
Distributor,95,0,0,195
Wholesaler,247,0,0,257
Retailer,136,0,2,117
Distributor,195,0,0,227
Wholesaler,247,2,0,360
Retailer,117,0,23,97
Distributor,227,0,0,227
Wholesaler,245,23,0,447
Retailer,97,0,45,77
Distributor,227,0,0,227
Wholesaler,222,45,0,427
Retailer,77,0,50,75
Distributor,227,0,0,342
Wholesaler,177,50,23,207
Retailer,75,0,16,102
Distributor,227,23,0,229
Wholesaler,127,16,5,201
Retailer,102,0,18,117
Distributor,204,5,0,209
Wholesaler,111,18,2,116
Retailer,117,0,0,118
Distributor,199,2,0,197
Wholesaler,116,0,0,211
Retailer,118,0,18,109
Distributor,197,0,0,262
Wholesaler,121,18,13,210
Retailer,109,0,21,94
Distributor,197,13,0,369
Wholesaler,105,21,37,204
Retailer,94,0,24,94
Distributor,184,37,0,402
Wholesaler,84,24,51,318
Retailer,94,0,49,83
Distributor,147,51,55,536
Wholesaler,73,49,88,536
Retailer,83,0,95,56
Distributor,96,88,180,898
Wholesaler,61,95,178,342
Retailer,56,0,65,70
Distributor,8,178,163,1200
Wholesaler,17,65,125,40
Retailer,70,0,0,143
Distributor,0,240,200,700
Wholesaler,40,0,0,103
Retailer,143,0,0,184
Distributor,0,140,200,200
Wholesaler,103,0,0,533
Retailer,184,0,66,109
Distributor,0,40,80,60
Wholesaler,203,66,0,532
Retailer,109,0,59,75
Distributor,60,0,0,160
Wholesaler,237,59,0,303
Retailer,75,0,17,112
Distributor,160,0,0,260
Wholesaler,218,17,0,446
Retailer,112,0,49,111
Distributor,260,0,0,360
Wholesaler,201,49,0,272
Retailer,111,0,24,102
Distributor,360,0,0,460
Wholesaler,152,24,0,133
Retailer,102,0,1,125
Distributor,460,0,0,560
Wholesaler,128,1,0,162
Retailer,125,0,7,121
Distributor,560,0,0,583
Wholesaler,127,7,0,180
Retailer,121,0,12,105
Distributor,583,0,0,603
Wholesaler,120,12,4,218
Retailer,105,0,22,95
Distributor,583,4,0,759
Wholesaler,108,22,36,401
Retailer,95,0,63,72
Distributor,579,36,0,1223
Wholesaler,86,63,136,377
Retailer,72,0,70,62
Distributor,543,136,0,1222
Wholesaler,27,70,163,60
Retailer,62,0,5,110
Distributor,407,163,19,244
Wholesaler,0,12,0,124
Retailer,110,0,0,142
Distributor,244,0,0,244
Wholesaler,124,0,0,297
Retailer,142,0,2,126
Distributor,244,0,0,263
Wholesaler,287,2,0,495
Retailer,126,0,42,92
Distributor,263,0,0,263
Wholesaler,285,42,0,423
Retailer,92,0,36,79
Distributor,263,0,0,263
Wholesaler,243,36,0,312
Retailer,79,0,21,100
Distributor,263,0,0,263
Wholesaler,207,21,0,186
Retailer,100,0,0,119
Distributor,263,0,0,263
Wholesaler,186,0,0,706
Retailer,119,0,104,68
Distributor,263,0,0,873
Wholesaler,186,104,122,452
Retailer,68,0,74,47
Distributor,263,122,81,971
Wholesaler,82,74,166,8
Retailer,47,0,0,130
Distributor,141,166,241,125
Wholesaler,8,0,0,130
Retailer,130,0,0,171
Distributor,0,25,69,56
Wholesaler,130,0,0,271
Retailer,171,0,0,149
Distributor,56,0,0,156
Wholesaler,271,0,0,361
Retailer,149,0,13,118
Distributor,156,0,0,256
Wholesaler,296,13,0,833
Retailer,118,0,110,54
Distributor,256,0,0,541
Wholesaler,283,110,37,608
Retailer,54,0,87,40
Distributor,356,37,0,834
Wholesaler,173,87,101,86
Retailer,40,0,0,134
Distributor,329,101,0,228
Wholesaler,86,0,0,123
Retailer,134,0,0,200
Distributor,228,0,0,228
Wholesaler,123,0,0,224
Retailer,200,0,0,178
Distributor,228,0,0,228
Wholesaler,224,0,0,224
Retailer,178,0,0,158
Distributor,228,0,0,228
Wholesaler,224,0,0,224
Retailer,158,0,0,133
Distributor,228,0,0,228
Wholesaler,224,0,0,319
Retailer,133,0,19,107
Distributor,100,0,0,100
Wholesaler,100,0,0,310
Retailer,100,0,42,79
Distributor,100,0,0,520
Wholesaler,100,42,84,353
Retailer,79,0,59,60
Distributor,100,84,168,806
Wholesaler,58,59,158,195
Retailer,60,0,38,82
Distributor,16,158,116,1180
Wholesaler,0,39,94,165
Retailer,82,0,24,108
Distributor,0,236,200,1115
Wholesaler,45,24,87,132
Retailer,108,0,19,114
Distributor,0,223,200,620
Wholesaler,37,19,1,218
Retailer,114,0,20,109
Distributor,0,124,200,120
Wholesaler,118,20,0,358
Retailer,109,0,32,98
Distributor,0,24,48,76
Wholesaler,198,32,0,366
Retailer,98,0,20,99
Distributor,76,0,0,176
Wholesaler,266,20,0,435
Retailer,99,0,33,99
Distributor,176,0,0,276
Wholesaler,270,33,0,422
Retailer,99,0,37,91
Distributor,276,0,0,376
Wholesaler,237,37,0,420
Retailer,91,0,44,90
Distributor,376,0,0,476
Wholesaler,200,44,0,231
Retailer,90,0,15,106
Distributor,476,0,0,576
Wholesaler,156,15,0,211
Retailer,106,0,14,118
Distributor,576,0,0,608
Wholesaler,141,14,0,222
Retailer,118,0,19,107
Distributor,608,0,0,663
Wholesaler,127,19,11,213
Retailer,107,0,21,100
Distributor,608,11,0,767
Wholesaler,108,21,34,262
Retailer,100,0,35,92
Distributor,597,34,0,923
Wholesaler,87,35,72,348
Retailer,92,0,57,78
Distributor,563,72,0,1076
Wholesaler,63,57,117,285
Retailer,78,0,49,82
Distributor,491,117,0,804
Wholesaler,40,49,86,98
Retailer,82,0,7,116
Distributor,374,86,0,288
Wholesaler,63,7,0,628
Retailer,116,0,91,87
Distributor,288,0,0,403
Wholesaler,173,91,23,528
Retailer,87,0,72,61
Distributor,288,23,0,645
Wholesaler,168,72,76,116
Retailer,61,0,4,124
Distributor,265,76,0,189
Wholesaler,96,4,0,115
Retailer,124,0,0,161
Distributor,189,0,0,189
Wholesaler,115,0,0,191
Retailer,161,0,0,137
Distributor,189,0,0,189
Wholesaler,191,0,0,191
Retailer,137,0,0,119
Distributor,189,0,0,189
Wholesaler,191,0,0,396
Retailer,119,0,41,89
Distributor,189,0,0,189
Wholesaler,191,41,0,355
Retailer,89,0,41,74
Distributor,189,0,0,349
Wholesaler,150,41,32,644
Retailer,74,0,107,54
Distributor,189,32,0,1182
Wholesaler,109,107,205,197
Retailer,54,0,39,78
Distributor,157,205,257,910
Wholesaler,2,39,134,25
Retailer,78,0,0,168
Distributor,0,182,100,910
Wholesaler,0,5,0,152
Retailer,168,0,0,180
Distributor,0,182,200,410
Wholesaler,152,0,0,152
Retailer,180,0,0,161
Distributor,0,82,164,18
Wholesaler,152,0,0,287
Retailer,161,0,7,127
Distributor,18,0,0,118
Wholesaler,252,7,0,532
Retailer,127,0,41,93
Distributor,118,0,0,218
Wholesaler,327,41,0,626
Retailer,93,0,68,66
Distributor,218,0,0,318
Wholesaler,286,68,0,833
Retailer,66,0,123,42
Distributor,318,0,0,1058
Wholesaler,218,123,128,265
Retailer,42,0,34,88
Distributor,418,128,0,755
Wholesaler,95,34,73,61
Retailer,88,0,0,189
Distributor,390,73,0,338
Wholesaler,61,0,0,189
Retailer,189,0,0,191
Distributor,338,0,0,338
Wholesaler,189,0,0,262
Retailer,191,0,0,164
Distributor,338,0,0,338
Wholesaler,262,0,0,272
Retailer,164,0,2,131
Distributor,338,0,0,338
Wholesaler,262,2,0,375
Retailer,131,0,23,104
Distributor,338,0,0,338
Wholesaler,260,23,0,527
Retailer,104,0,58,74
Distributor,338,0,0,338
Wholesaler,237,58,0,344
Retailer,74,0,33,82
Distributor,338,0,0,338
Wholesaler,179,33,0,236
Retailer,82,0,18,111
Distributor,338,0,0,338
Wholesaler,146,18,0,128
Retailer,111,0,0,129
Distributor,338,0,0,338
Wholesaler,128,0,0,128
Retailer,129,0,0,130
Distributor,338,0,0,338
Wholesaler,128,0,0,208
Retailer,130,0,16,107
Distributor,338,0,0,358
Wholesaler,128,16,4,377
Retailer,107,0,53,77
Distributor,338,4,0,804
Wholesaler,112,53,94,334
Retailer,77,0,55,69
Distributor,334,94,0,975
Wholesaler,59,55,147,208
Retailer,69,0,40,91
Distributor,240,147,154,483
Wholesaler,8,40,78,62
Retailer,91,0,0,130
Distributor,93,78,163,15
Wholesaler,62,0,0,209
Retailer,130,0,0,140
Distributor,15,0,0,115
Wholesaler,209,0,0,367
Retailer,140,0,16,112
Distributor,115,0,0,215
Wholesaler,287,16,0,541
Retailer,112,0,54,79
Distributor,215,0,0,315
Wholesaler,271,54,0,522
Retailer,79,0,61,67
Distributor,315,0,0,357
Wholesaler,217,61,5,311
Retailer,67,0,31,95
Distributor,332,5,0,357
Wholesaler,156,31,6,125
Retailer,95,0,0,130
Distributor,327,6,0,321
Wholesaler,125,0,0,130
Retailer,130,0,0,144
Distributor,321,0,0,321
Wholesaler,130,0,0,596
Retailer,144,0,92,76
Distributor,321,0,0,1061
Wholesaler,136,92,148,514
Retailer,76,0,94,41
Distributor,321,148,75,893
Wholesaler,44,94,144,315
Retailer,41,0,13,110
Distributor,173,144,215,419
Wholesaler,0,63,78,85
Retailer,110,0,0,139
Distributor,29,78,152,26
Wholesaler,85,0,0,229
Retailer,139,0,0,170
Distributor,26,0,0,126
Wholesaler,229,0,0,307
Retailer,170,0,0,151
Distributor,126,0,0,226
Wholesaler,307,0,0,362
Retailer,151,0,11,120
Distributor,226,0,0,326
Wholesaler,307,11,0,846
Retailer,120,0,110,55
Distributor,326,0,0,513
Wholesaler,296,110,24,676
Retailer,55,0,98,34
Distributor,393,24,0,919
Wholesaler,186,98,110,88
Retailer,34,0,0,125
Distributor,369,110,0,259
Wholesaler,88,0,0,112
Retailer,125,0,0,199
Distributor,259,0,0,259
Wholesaler,112,0,0,222
Retailer,199,0,0,177
Distributor,259,0,0,259
Wholesaler,222,0,0,222
Retailer,177,0,0,151
Distributor,259,0,0,259
Wholesaler,222,0,0,222
Retailer,151,0,0,133
Distributor,259,0,0,259
Wholesaler,222,0,0,257
Retailer,133,0,7,113
Distributor,259,0,0,259
Wholesaler,222,7,0,420
Retailer,113,0,41,86
Distributor,259,0,0,259
Wholesaler,215,41,0,509
Retailer,86,0,67,63
Distributor,259,0,0,559
Wholesaler,174,67,60,337
Retailer,63,0,46,79
Distributor,259,60,0,624
Wholesaler,107,46,85,81
Retailer,79,0,4,121
Distributor,199,85,71,114
Wholesaler,61,4,0,117
Retailer,121,0,0,146
Distributor,114,0,0,114
Wholesaler,117,0,0,202
Retailer,146,0,0,127
Distributor,114,0,0,185
Wholesaler,202,0,0,407
Retailer,127,0,41,93
Distributor,185,0,0,185
Wholesaler,202,41,0,476
Retailer,93,0,63,65
Distributor,185,0,0,510
Wholesaler,161,63,65,378
Retailer,65,0,56,75
Distributor,185,65,45,690
Wholesaler,98,56,114,92
Retailer,75,0,10,114
Distributor,120,114,208,71
Wholesaler,42,10,13,447
Retailer,114,0,70,100
Distributor,6,13,75,183
Wholesaler,97,70,29,401
Retailer,100,0,52,79
Distributor,38,29,20,359
Wholesaler,141,52,50,102
Retailer,79,0,0,132
Distributor,109,50,0,159
Wholesaler,102,0,0,131
Retailer,132,0,0,158
Distributor,159,0,0,259
Wholesaler,131,0,0,181
Retailer,158,0,0,134
Distributor,259,0,0,262
Wholesaler,181,0,0,331
Retailer,134,0,30,102
Distributor,262,0,0,262
Wholesaler,181,30,0,381
Retailer,102,0,46,78
Distributor,262,0,0,467
Wholesaler,151,46,41,655
Retailer,78,0,110,49
Distributor,262,41,0,1246
Wholesaler,105,110,205,330
Retailer,49,0,61,67
Distributor,221,205,289,721
Wholesaler,0,66,141,465
Retailer,67,0,68,102
Distributor,16,141,116,1030
Wholesaler,0,93,81,527
Retailer,102,0,83,80
Distributor,0,206,200,1220
Wholesaler,112,83,138,45
Retailer,80,0,0,145
Distributor,0,244,200,720
Wholesaler,45,0,0,145
Retailer,145,0,0,200
Distributor,0,144,200,220
Wholesaler,145,0,0,245
Retailer,200,0,0,176
Distributor,0,44,88,56
Wholesaler,245,0,0,345
Retailer,176,0,0,159
Distributor,56,0,0,156
Wholesaler,345,0,0,389
Retailer,159,0,0,134
Distributor,100,0,0,100
Wholesaler,100,0,0,310
Retailer,100,0,42,79
Distributor,100,0,0,520
Wholesaler,100,42,84,403
Retailer,79,0,69,55
Distributor,100,84,168,806
Wholesaler,58,69,158,230
Retailer,55,0,35,81
Distributor,16,158,116,1250
Wholesaler,0,46,108,523
Retailer,81,0,97,71
Distributor,0,250,200,1520
Wholesaler,38,97,154,280
Retailer,71,0,13,102
Distributor,0,304,200,1580
Wholesaler,0,56,112,44
Retailer,102,0,0,129
Distributor,0,316,200,1080
Wholesaler,44,0,0,144
Retailer,129,0,0,155
Distributor,0,216,200,580
Wholesaler,144,0,0,309
Retailer,155,0,13,121
Distributor,0,116,200,80
Wholesaler,244,13,0,376
Retailer,121,0,9,106
Distributor,0,16,32,84
Wholesaler,331,9,0,477
Retailer,106,0,11,104
Distributor,84,0,0,184
Wholesaler,422,11,0,672
Retailer,104,0,49,82
Distributor,184,0,0,284
Wholesaler,427,49,0,763
Retailer,82,0,77,58
Distributor,284,0,0,384
Wholesaler,378,77,0,566
Retailer,58,0,53,77
Distributor,384,0,0,484
Wholesaler,301,53,0,248
Retailer,77,0,0,136
Distributor,484,0,0,584
Wholesaler,248,0,0,248
Retailer,136,0,0,156
Distributor,584,0,0,684
Wholesaler,248,0,0,248
Retailer,156,0,0,128
Distributor,684,0,0,784
Wholesaler,248,0,0,288
Retailer,128,0,8,110
Distributor,784,0,0,800
Wholesaler,248,8,0,380
Retailer,110,0,28,91
Distributor,800,0,0,800
Wholesaler,240,28,0,397
Retailer,91,0,37,81
Distributor,800,0,0,800
Wholesaler,212,37,0,460
Retailer,81,0,57,76
Distributor,800,0,0,995
Wholesaler,175,57,39,403
Retailer,76,0,57,78
Distributor,800,39,0,1241
Wholesaler,118,57,96,156
Retailer,78,0,19,108
Distributor,761,96,0,855
Wholesaler,61,19,38,81
Retailer,108,0,0,147
Distributor,665,38,0,627
Wholesaler,81,0,0,177
Retailer,147,0,0,133
Distributor,627,0,0,627
Wholesaler,177,0,0,320
Retailer,133,0,21,106
Distributor,627,0,0,627
Wholesaler,215,21,0,414
Retailer,106,0,44,81
Distributor,627,0,0,627
Wholesaler,194,44,0,440
Retailer,81,0,58,72
Distributor,627,0,0,957
Wholesaler,150,58,66,722
Retailer,72,0,126,45
Distributor,627,66,0,1521
Wholesaler,92,126,192,345
Retailer,45,0,35,84
Distributor,561,192,0,1199
Wholesaler,0,69,166,15
Retailer,84,0,0,146
Distributor,369,166,63,203
Wholesaler,0,3,0,189
Retailer,146,0,0,181
Distributor,203,0,0,203
Wholesaler,189,0,0,355
Retailer,181,0,0,151
Distributor,203,0,0,266
Wholesaler,355,0,0,355
Retailer,151,0,0,129
Distributor,266,0,0,266
Wholesaler,355,0,0,390
Retailer,129,0,7,111
Distributor,266,0,0,266
Wholesaler,355,7,0,613
Retailer,111,0,53,79
Distributor,266,0,0,266
Wholesaler,348,53,0,1055
Retailer,79,0,152,17
Distributor,266,0,0,811
Wholesaler,295,152,109,543
Retailer,17,0,80,45
Distributor,266,109,52,742
Wholesaler,143,80,117,63
Retailer,45,0,0,165
Distributor,157,117,177,40
Wholesaler,63,0,0,172
Retailer,165,0,0,211
Distributor,40,0,8,92
Wholesaler,172,0,0,289
Retailer,211,0,0,190
Distributor,92,0,0,192
Wholesaler,289,0,0,289
Retailer,190,0,0,175
Distributor,192,0,0,277
Wholesaler,289,0,0,289
Retailer,175,0,0,140
Distributor,277,0,0,277
Wholesaler,289,0,0,439
Retailer,140,0,30,105
Distributor,277,0,0,277
Wholesaler,289,30,0,384
Retailer,105,0,25,90
Distributor,277,0,0,277
Wholesaler,259,25,0,414
Retailer,90,0,36,92
Distributor,277,0,0,277
Wholesaler,234,36,0,283
Retailer,92,0,17,100
Distributor,277,0,0,277
Wholesaler,198,17,0,321
Retailer,100,0,28,104
Distributor,277,0,0,277
Wholesaler,181,28,0,198
Retailer,104,0,9,106
